X,Y,Z,t
0.292,-0.034,-0.394,18
0.125,-0.134,-0.631,11
-0.094,-0.121,-0.637,21
-0.153,-0.074,-0.573,8
-0.069,0.001,-0.378,22
0.075,0.104,-0.305,8
0.136,0.163,-0.309,21
0.226,0.147,-0.278,10
0.272,0.028,-0.285,22
0.245,-0.077,-0.325,18
0.152,-0.138,-0.362,10
0.102,-0.124,-0.325,20
0.057,-0.077,-0.258,11
0.086,-0.069,-0.232,20
0.043,-0.062,-0.244,20
0.004,0.012,-0.254,9
0.073,0.045,-0.263,21
0.065,0.04,-0.202,8
0.093,-0.032,-0.182,22
0.049,0.109,-0.198,20
0.01,0.236,-0.144,8
0.043,0.143,-0.129,22
0.073,0.025,-0.082,8
0.1,-0.045,-0.039,21
0.125,-0.075,-0.07,10
0.078,0.0,-0.063,20
0.07,0.069,-0.091,10
0.097,0.062,-0.185,21
0.122,0.09,-0.201,19
0.11,0.116,-0.215,10
0.064,0.173,-0.194,20
0.023,0.156,-0.174,11
-0.012,0.071,-0.157,20
-0.046,-0.038,-0.107,20
0.027,-0.103,-0.061,9
0.059,-0.162,-0.124,20
0.122,-0.146,-0.146,9
0.144,-0.097,-0.097,21
0.129,-0.052,-0.053,10
0.151,-0.116,-0.082,21
0.205,-0.139,-0.074,20
0.253,-0.228,-0.032,8
0.262,-0.24,0.005,22
0.271,-0.354,0.039,8
0.209,-0.387,0.035,21
0.085,-0.418,0.238,10
0.007,-0.341,0.18,21
0.041,-0.307,0.093,19
0.037,-0.173,-0.019,10
-0.035,0.016,-0.12,21
-0.1,0.083,-0.177,9
-0.228,0.178,-0.194,21
-0.309,0.16,-0.209,19
-0.416,0.11,0.018,10
-0.512,0.168,0.119,20
-0.495,0.254,0.038,9
-0.239,0.229,-0.171,22
0.025,0.24,0.017,8
0.195,0.251,0.188,22
0.21,0.26,0.135,20
0.258,0.372,-0.085,8
0.267,0.576,-0.352,22
0.343,0.587,-0.42,8
0.309,0.322,-0.309,21
0.14,-0.02,-0.106,21
0.023,-0.259,0.076,8
-0.048,-0.371,0.137,21
-0.077,-0.437,0.193,10
-0.138,-0.462,0.311,21
-0.125,-0.347,0.349,9
-0.112,-0.175,0.245,21
-0.066,-0.054,0.186,20
-0.025,0.02,0.133,9
-0.023,-0.016,0.189,21
-0.089,-0.014,0.204,8
-0.115,-0.013,0.149,22
-0.172,0.057,0.169,8
-0.189,0.085,0.083,22
-0.17,0.111,0.006,20
-0.119,0.135,-0.098,8
-0.072,0.121,-0.122,22
-0.031,0.074,-0.144,8
-0.028,0.032,-0.164,21
-0.025,-0.004,-0.079,10
-0.022,0.03,-0.037,20
-0.054,0.027,-0.033,20
-0.118,0.024,-0.029,10
-0.141,0.021,-0.061,19
-0.092,0.019,-0.02,12
-0.014,-0.016,-0.053,20
0.021,-0.015,-0.116,20
0.053,-0.013,-0.105,9
0.048,0.022,-0.094,22
0.078,0.02,-0.085,28
0.07,-0.016,-0.007,10
0.028,-0.014,-0.041,21
0.06,-0.047,-0.002,20
0.088,-0.042,-0.002,8
0.079,-0.073,-0.002,20
0.106,-0.065,-0.002,11
0.095,-0.059,0.032,20
0.12,-0.018,-0.005,10
0.108,-0.016,-0.039,20
0.097,0.019,-0.035,19
0.088,-0.017,0.002,11
0.079,-0.015,-0.031,21
0.105,-0.013,0.005,9
0.095,-0.047,0.005,21
0.085,-0.007,0.004,20
0.111,-0.007,-0.03,9
0.065,-0.006,0.007,31
0.024,-0.005,0.04,20
0.022,0.029,0.036,8
0.02,-0.008,0.067,22
-0.016,0.027,0.095,29
-0.014,0.058,0.085,22
-0.047,0.053,0.077,7
-0.042,0.013,0.104,21
-0.073,0.011,0.128,10
-0.1,-0.023,0.115,21
-0.055,0.013,0.069,28
-0.015,0.046,0.062,21
-0.014,0.007,0.056,10
0.021,0.006,0.05,20
-0.014,-0.028,0.079,31
-0.013,-0.025,0.037,30
-0.012,0.011,0.033,20
-0.01,0.01,-0.038,8
-0.009,0.009,0.0,22
-0.077,-0.026,0.034,29
-0.069,-0.058,0.03,21
-0.062,-0.017,0.027,8
-0.022,0.018,0.024,21
-0.019,0.051,-0.012,10
-0.052,0.011,-0.045,31
-0.012,-0.024,-0.04,19
0.023,-0.021,-0.002,20
0.02,-0.054,-0.036,13
0.018,-0.014,-0.032,15
0.016,0.021,-0.064,11
0.015,0.019,-0.023,22
0.048,0.017,-0.02,20
0.008,-0.018,-0.053,8
-0.026,-0.051,-0.047,22
-0.058,-0.046,-0.043,8
-0.018,-0.007,-0.038,51
0.018,-0.006,-0.034,31
-0.018,-0.04,-0.065,19
-0.016,-0.036,-0.093,31
-0.014,0.036,-0.118,19
0.021,0.032,-0.106,10
0.019,0.063,-0.096,21
0.017,0.023,-0.121,9
-0.018,-0.013,-0.109,21
-0.017,-0.046,-0.167,8
-0.015,-0.007,-0.115,31
-0.013,0.027,-0.104,19
0.022,0.059,-0.059,22
0.054,0.018,-0.018,8
0.048,0.017,-0.086,22
0.078,0.015,-0.077,8
0.07,0.013,-0.035,21
0.029,-0.022,-0.031,21
0.026,-0.019,0.005,8
0.023,-0.017,-0.029,21
0.021,-0.05,-0.06,10
0.019,-0.011,-0.054,20
0.017,-0.044,-0.014,20
0.049,-0.039,-0.013,10
0.079,-0.07,-0.011,31
0.071,-0.063,-0.045,30
0.098,-0.022,-0.04,29
0.157,-0.02,-0.071,21
0.107,-0.018,-0.029,20
0.062,-0.016,-0.061,30
0.09,-0.014,-0.054,8
0.047,-0.013,-0.014,21
0.007,-0.046,-0.047,10
0.007,-0.007,-0.043,21
0.04,-0.006,-0.004,30
0.036,-0.04,-0.003,20
-0.001,-0.036,-0.003,9
-0.001,0.001,-0.037,19
-0.001,-0.032,-0.068,22
0.033,-0.029,-0.061,9
0.03,0.007,-0.02,21
0.061,-0.027,-0.018,8
0.02,0.009,-0.016,22
0.018,-0.025,-0.049,19
-0.017,-0.023,-0.044,9
-0.05,-0.02,-0.04,22
-0.045,0.05,-0.105,8
-0.075,0.114,-0.163,22
-0.067,0.102,-0.25,8
-0.06,0.023,-0.26,21
0.048,-0.082,-0.199,10
0.112,-0.142,-0.145,20
0.101,-0.094,-0.13,20
0.125,-0.119,-0.083,10
0.044,-0.072,-0.109,20
-0.029,0.003,-0.132,10
-0.233,0.175,-0.154,20
-0.485,0.192,-0.276,21
-0.643,0.069,-0.145,9
-0.682,-0.144,0.11,19
-0.511,-0.336,0.271,9
-0.253,-0.44,0.382,23
-0.021,-0.431,0.378,18
0.05,-0.353,0.202,11
0.045,-0.249,0.113,21
0.074,-0.086,-0.104,8
-0.001,0.197,-0.335,21
-0.139,0.35,-0.267,10
-0.263,0.281,-0.033,20
-0.271,0.218,0.038,10
-0.209,0.162,0.069,21
-0.154,0.111,0.131,19
-0.104,0.1,0.118,10
-0.059,0.124,0.106,19
-0.122,0.146,-0.007,12
-0.144,0.201,-0.041,20
-0.164,0.18,-0.002,20
-0.148,0.128,0.066,9
-0.098,0.046,0.128,21
-0.054,-0.027,0.15,8
0.019,-0.127,0.135,22
0.052,-0.149,0.087,8
0.116,-0.1,0.044,22
0.104,-0.055,0.039,19
0.094,0.018,-0.033,10
0.119,-0.017,-0.029,21
0.141,-0.015,-0.061,8
0.161,0.02,-0.055,21
0.18,0.018,-0.015,10
0.162,0.05,-0.013,21
0.145,0.011,0.022,19
0.131,0.044,0.054,10
0.049,0.04,0.048,20
0.009,0.036,0.044,10
-0.025,0.067,0.005,21
-0.057,0.094,0.004,20
-0.086,0.05,0.004,30
-0.077,0.011,0.038,30
-0.035,-0.024,0.034,8
0.002,-0.056,0.03,20
0.002,-0.05,0.062,11
0.036,-0.011,0.021,20
0.032,-0.01,-0.014,21
0.064,-0.043,-0.013,8
0.023,-0.039,-0.012,21
0.055,-0.035,-0.01,10
0.049,0.002,-0.009,21
0.079,0.002,-0.008,30
0.036,0.002,-0.007,19
0.067,0.002,-0.041,10
0.06,0.001,0.031,20
0.02,-0.032,0.062,22
-0.016,-0.029,0.056,8
-0.014,0.007,0.05,21
-0.047,-0.027,0.08,30
-0.042,0.009,0.072,29
-0.038,0.043,0.065,21
0.0,0.038,0.058,8
-0.034,0.0,0.087,22
0.003,-0.033,0.043,8
0.002,0.038,0.005,21
-0.135,0.241,0.039,10
-0.19,0.251,0.069,19
-0.102,0.054,0.028,12
0.011,-0.089,-0.009,18
0.044,-0.183,0.026,20
0.039,-0.165,-0.01,12
0.035,-0.114,-0.009,21
0.032,-0.068,-0.043,17
0.063,-0.061,-0.073,12
0.057,-0.02,-0.066,30
-0.017,-0.018,-0.024,20
-0.05,0.052,-0.022,8
-0.045,0.081,-0.02,22
-0.006,0.073,-0.018,20
-0.04,0.134,0.018,8
-0.07,0.086,0.085,22
-0.097,0.043,0.111,8
-0.088,0.004,0.1,21
-0.01,0.004,0.09,10
0.059,-0.065,0.081,22
0.088,-0.024,0.072,18
0.113,-0.021,0.065,10
0.067,-0.053,0.024,21
0.164,-0.048,-0.046,9
0.182,-0.078,-0.076,21
0.164,-0.104,-0.068,8
0.147,-0.059,-0.096,22
0.098,0.015,-0.121,21
0.054,0.082,-0.109,7
0.014,0.108,-0.098,22
0.012,0.063,-0.053,8
0.011,0.022,-0.014,22
-0.023,-0.048,-0.012,20
-0.056,-0.043,0.023,8
-0.084,0.029,0.055,22
-0.11,0.061,0.049,8
-0.099,0.054,0.079,21
-0.089,0.014,0.071,10
-0.046,0.013,0.064,21
-0.007,-0.022,0.023,19
0.027,0.014,0.02,10
-0.009,0.012,-0.015,21
-0.008,0.011,0.02,9
-0.007,0.01,-0.016,21
0.027,-0.025,-0.014,8
0.024,-0.057,-0.013,22
0.056,-0.051,-0.011,19
0.085,-0.046,-0.045,9
0.077,-0.007,-0.075,21
0.103,0.062,-0.067,10
0.093,0.021,-0.026,32
0.084,-0.049,0.01,18
0.041,-0.044,-0.024,30
0.037,0.029,0.012,20
-0.001,0.06,0.01,10
0.0,0.089,0.044,20
0.0,0.045,0.039,20
0.0,-0.027,0.035,10
0.0,-0.059,0.032,21
0.033,-0.053,0.029,9
0.064,-0.013,-0.008,22
0.092,-0.012,-0.007,7
0.118,-0.011,-0.041,22
0.106,-0.078,-0.037,30
0.13,-0.105,-0.067,20
0.117,-0.06,-0.095,8
0.07,-0.02,-0.085,21
0.063,0.05,-0.111,10
0.091,0.045,-0.1,20
0.048,0.041,-0.056,10
0.043,0.002,-0.05,21
0.039,-0.032,-0.01,19
0.035,0.005,-0.009,31
-0.002,0.039,-0.008,19
-0.002,0.001,0.06,10
-0.002,-0.033,0.054,20
-0.002,-0.064,0.049,10
-0.001,-0.023,0.044,20
-0.036,-0.021,0.005,9
-0.032,0.015,-0.029,21
0.005,0.013,-0.061,10
0.039,0.012,-0.089,21
0.069,-0.023,-0.08,20
0.097,-0.055,-0.072,8
0.121,-0.049,-0.065,23
0.075,-0.01,-0.058,7
0.102,0.025,-0.018,21
0.126,0.022,-0.016,10
0.079,-0.014,-0.014,40
0.036,0.021,0.021,31
0.033,-0.014,0.019,50
-0.039,0.021,0.051,9
-0.069,0.018,0.046,32
-0.028,-0.017,0.041,19
-0.025,-0.015,0.003,20
0.011,0.02,-0.031,8
0.01,0.018,0.005,22
0.043,0.016,-0.029,8
0.074,0.014,-0.026,31
0.032,-0.021,0.01,20
-0.005,-0.019,0.009,10
-0.004,-0.017,-0.025,22
-0.038,-0.015,-0.023,18
-0.035,0.02,0.013,31
-0.031,0.018,-0.022,9
-0.028,0.016,0.014,21
-0.025,0.015,-0.021,19
0.011,-0.02,0.015,10
0.01,-0.018,-0.02,31
0.009,0.017,0.015,29
0.042,0.015,0.014,21
0.004,-0.02,0.012,20
-0.03,-0.018,0.011,8
-0.062,0.018,0.01,21
-0.021,0.016,0.009,10
-0.053,0.014,0.008,50
-0.013,0.013,-0.026,20
-0.047,-0.022,0.01,10
-0.007,0.014,-0.025,19
0.027,-0.021,-0.022,11
-0.009,-0.054,-0.02,30
-0.008,-0.014,-0.018,21
-0.007,0.021,-0.016,20
-0.007,0.019,-0.049,8
-0.04,0.017,-0.009,22
-0.036,-0.018,0.025,80
-0.067,0.017,0.022,8
-0.06,0.015,0.055,19
-0.054,-0.02,0.049,14
-0.014,-0.018,0.044,19
-0.013,0.018,0.005,19
0.022,0.016,0.005,10
-0.014,0.014,0.004,20
0.021,0.013,-0.03,11
0.019,0.011,0.007,21
0.017,-0.023,0.006,19
-0.018,-0.021,-0.028,9
-0.016,0.015,-0.025,20
-0.015,0.013,0.011,9
0.02,-0.022,0.01,31
0.018,0.014,-0.025,21
0.016,-0.021,0.011,19
-0.019,-0.019,0.01,9
0.017,0.017,0.009,22
0.015,0.015,-0.025,39
0.013,-0.02,-0.023,51
0.046,-0.018,-0.021,30
0.007,0.017,-0.018,18
-0.027,0.05,-0.017,11
-0.024,0.01,-0.015,20
-0.056,-0.024,0.02,21
-0.085,-0.022,0.018,30
-0.076,0.014,0.016,8
-0.034,-0.021,0.015,22
0.037,-0.019,-0.02,20
0.068,-0.017,-0.018,8
0.095,0.018,-0.016,21
0.086,-0.017,-0.049,9
0.077,-0.015,-0.01,22
0.069,-0.014,-0.043,8
0.028,0.021,-0.039,22
-0.008,0.019,0.0,19
-0.042,0.017,0.0,10
-0.072,0.015,0.0,21
-0.099,0.014,0.033,9
-0.055,-0.021,0.03,19
-0.049,-0.019,0.061,11
-0.01,-0.017,0.055,20
0.025,0.018,0.015,50
0.057,0.016,0.014,10
0.051,0.015,-0.021,22
0.011,-0.02,0.014,19
-0.023,-0.018,0.013,8
0.012,-0.016,0.012,22
0.011,-0.015,-0.023,8
0.044,-0.013,-0.021,21
0.006,-0.012,0.015,10
-0.029,0.023,0.013,31
-0.026,0.021,-0.022,40
-0.023,-0.015,-0.019,30
-0.021,0.054,-0.017,50
-0.019,0.049,0.018,8
-0.051,0.044,0.016,21
-0.012,0.04,0.014,10
-0.01,0.001,0.013,19
0.024,0.001,0.012,11
0.056,-0.067,0.045,41
0.051,-0.026,0.04,8
0.08,-0.023,0.036,21
0.037,-0.021,-0.001,10
0.0,0.015,-0.001,31
0.0,0.048,-0.001,20
0.0,0.008,-0.001,21
0.034,0.007,0.033,8
-0.003,-0.027,0.03,21
-0.003,0.009,0.027,8
0.031,0.008,0.024,52
0.028,0.042,0.022,20
0.059,0.038,0.019,8
0.019,0.034,0.052,32
0.017,0.03,0.081,18
0.015,-0.006,0.038,22
0.014,-0.04,0.035,8
0.012,-0.001,0.065,20
-0.022,-0.001,0.059,11
-0.055,-0.001,0.053,81
-0.049,-0.001,0.013,19
-0.079,-0.001,-0.022,80
-0.071,-0.001,-0.054,110
-0.064,-0.035,-0.083,9
-0.023,-0.031,-0.075,21
-0.02,0.005,-0.102,11
0.015,0.005,-0.091,20
0.048,0.004,-0.082,19
0.009,0.004,-0.074,11
0.008,-0.03,-0.032,20
0.007,-0.027,-0.063,8
0.006,-0.024,-0.022,22
0.04,-0.022,-0.02,19
0.002,-0.02,-0.018,10
0.001,-0.018,0.017,30
0.001,-0.016,0.05,50
0.001,0.019,0.045,10
-0.033,0.017,0.006,70
-0.029,0.05,0.005,31
-0.061,0.045,0.039,20
-0.089,0.006,0.07,9
-0.115,0.04,0.063,21
-0.103,0.036,0.091,30
-0.093,-0.001,0.047,20
-0.118,-0.001,0.008,8
-0.072,0.032,0.007,22
-0.064,0.064,-0.027,8
-0.023,0.023,0.009,22
0.012,-0.013,0.043,8
0.011,-0.046,0.073,21
0.01,-0.007,0.031,10
0.043,0.027,-0.006,21
0.039,-0.009,-0.005,19
0.07,-0.008,-0.004,31
0.063,-0.042,-0.004,9
0.056,-0.003,-0.004,21
0.085,-0.037,0.03,20
0.076,0.0,0.027,9
0.069,-0.033,0.024,21
0.062,-0.03,-0.011,30
0.056,0.006,-0.045,8
0.084,0.006,-0.006,42
0.076,-0.028,-0.005,28
0.068,0.008,-0.005,11
0.027,0.007,-0.004,20
-0.009,0.041,-0.004,10
-0.008,0.002,-0.038,40
-0.007,0.002,0.0,10
-0.041,0.002,0.0,31
-0.037,0.036,0.0,20
0.0,0.032,0.0,20
0.0,-0.004,0.034,10
0.0,0.03,-0.003,18
0.035,0.027,-0.003,11
-0.002,-0.01,0.031,20
-0.002,-0.043,-0.005,10
0.032,-0.004,0.029,21
-0.005,-0.004,-0.008,29
0.029,-0.003,-0.007,21
0.026,-0.037,0.027,29
0.023,-0.034,-0.009,10
0.021,0.003,-0.042,40
0.053,0.003,-0.038,10
0.048,0.003,-0.069,31
0.043,0.002,-0.027,20
0.039,-0.032,-0.025,9
0.035,0.005,-0.022,21
-0.002,0.005,-0.02,20
0.032,0.004,-0.018,8
-0.005,0.004,-0.016,22
-0.005,0.003,0.019,8
-0.004,0.003,-0.016,22
-0.004,0.003,-0.049,20
0.03,0.002,-0.01,8
0.062,0.002,-0.009,22
0.055,0.002,-0.042,8
0.084,-0.032,-0.038,21
0.041,-0.029,0.0,10
0.037,-0.026,-0.034,20
0.0,-0.023,-0.031,11
0.033,-0.021,-0.028,19
0.03,-0.019,0.009,21
-0.006,-0.017,0.008,30
-0.006,-0.015,-0.026,30
-0.005,0.02,0.01,19
-0.005,0.018,-0.025,41
0.029,0.016,0.011,20
0.026,0.014,-0.023,20
0.058,0.013,-0.021,71
0.052,-0.022,0.015,18
0.047,-0.02,-0.02,11
0.042,-0.018,0.015,21
0.038,0.018,0.014,17
0.034,-0.018,0.012,12
-0.003,-0.016,0.011,19
-0.002,-0.014,-0.024,9
-0.002,0.021,-0.021,31
0.032,0.019,-0.019,19
0.028,0.017,0.016,21
0.025,-0.018,0.015,10
-0.011,-0.017,0.013,21
-0.009,-0.015,0.046,20
-0.008,-0.013,0.007,8
0.026,0.022,0.006,21
0.023,-0.014,0.006,10
0.021,-0.047,0.005,31
0.019,-0.008,0.004,20
-0.017,0.026,-0.029,19
-0.015,0.024,0.007,10
-0.013,-0.012,0.006,20
-0.012,0.023,-0.028,10
-0.011,0.02,-0.06,21
-0.01,-0.015,-0.019,8
-0.009,-0.014,-0.052,22
-0.042,-0.012,-0.012,30
-0.038,0.022,-0.011,20
-0.034,-0.013,-0.01,8
-0.031,0.022,-0.043,51
0.006,-0.014,-0.039,31
0.005,-0.013,-0.069,19
0.005,-0.011,-0.028,10
0.039,-0.01,-0.025,21
0.0,-0.009,0.011,30
-0.033,-0.008,-0.024,20
0.004,-0.007,-0.021,9
0.003,-0.006,-0.053,31
0.003,-0.006,-0.014,20
0.002,-0.005,0.021,50
-0.031,-0.005,0.019,8
-0.028,0.029,-0.016,22
0.008,-0.007,-0.015,8
0.007,-0.041,-0.013,32
0.007,-0.002,-0.012,20
0.04,-0.002,-0.045,60
0.036,-0.002,-0.006,19
-0.001,-0.001,-0.005,51
0.033,-0.036,-0.005,8
-0.004,0.001,-0.004,22
-0.004,0.036,-0.004,21
-0.003,-0.036,0.03,29
-0.003,0.001,0.027,8
-0.003,0.036,-0.009,32
-0.002,-0.002,-0.008,19
-0.002,-0.036,-0.007,10
-0.002,-0.032,-0.041,20
0.032,-0.029,-0.037,20
0.029,0.007,-0.033,9
0.026,0.007,-0.064,22
0.058,0.006,-0.058,9
0.017,0.005,-0.017,22
-0.018,0.005,-0.016,19
0.017,-0.029,-0.014,30
0.016,-0.026,0.021,39
0.014,0.01,-0.015,21
-0.021,0.009,0.02,20
0.015,-0.026,-0.015,8
0.013,-0.023,0.02,22
0.012,0.013,-0.016,8
-0.023,0.046,-0.014,21
0.013,0.007,-0.013,50
0.046,0.006,-0.011,10
0.007,-0.028,-0.01,21
0.006,0.008,-0.009,39
0.006,0.007,-0.043,21
0.039,0.007,-0.038,30
0.001,0.006,0.0,20
0.001,-0.028,-0.034,8
0.035,-0.025,0.003,22
-0.002,0.011,0.002,29
-0.002,0.01,-0.031,21
0.032,0.009,0.005,8
-0.005,0.008,0.005,21
0.029,0.007,0.004,10
-0.007,0.006,0.004,21
-0.006,-0.028,0.003,19
-0.006,0.008,0.003,10
-0.005,-0.026,-0.031,50
0.029,-0.023,-0.028,12
0.06,0.012,-0.025,18
0.089,-0.022,-0.057,21
0.114,-0.02,-0.051,8
0.103,-0.052,-0.012,22
0.093,-0.013,-0.045,8
0.049,-0.046,-0.04,72
0.044,-0.007,-0.002,8
0.005,-0.006,-0.001,21
-0.029,-0.005,-0.001,10
-0.026,-0.005,0.032,21
-0.023,-0.004,-0.004,19
0.012,-0.004,-0.004,10
0.011,0.03,-0.003,21
-0.024,0.027,-0.003,9
-0.021,-0.009,0.031,32
-0.019,0.025,-0.006,19
-0.051,0.023,-0.005,30
-0.046,0.055,-0.005,20
-0.076,0.084,-0.004,8
-0.103,0.041,0.03,21
-0.093,0.002,0.061,10
-0.083,-0.031,0.055,20
-0.075,0.005,0.015,31
-0.067,0.039,-0.02,19
-0.026,0.035,-0.052,10
0.045,-0.002,-0.047,21
0.109,-0.036,-0.042,19
0.133,-0.067,-0.038,10
0.119,-0.026,-0.069,20
0.107,-0.058,-0.062,10
0.131,-0.052,-0.09,20
0.152,-0.047,-0.046,10
0.103,-0.042,-0.007,41
0.161,-0.003,-0.007,8
0.111,-0.003,-0.006,22
0.099,-0.002,-0.04,8
0.124,-0.037,-0.036,23
0.111,-0.067,0.036,19
0.1,0.042,0.101,8
-0.012,0.038,0.091,22
-0.045,0.068,0.082,8
-0.041,0.027,0.005,21
-0.037,-0.044,-0.029,10
-0.067,-0.039,-0.026,21
-0.13,-0.035,0.01,30
-0.151,-0.032,0.043,19
-0.17,-0.029,0.004,11
-0.153,0.008,-0.03,18
-0.103,0.076,-0.095,11
-0.059,0.137,-0.086,21
-0.018,0.089,-0.008,30
-0.016,-0.022,-0.007,20
0.053,-0.089,0.061,8
0.082,-0.08,0.09,22
0.074,-0.072,0.046,20
0.101,-0.03,0.007,8
0.091,0.006,-0.027,22
0.047,0.04,-0.024,8
0.043,0.07,-0.022,21
0.038,0.063,-0.054,10
0.0,0.023,-0.014,20
-0.034,0.02,-0.013,20
-0.065,0.018,0.057,31
-0.058,0.016,0.085,9
-0.087,0.049,0.077,29
-0.078,0.01,0.069,22
-0.036,0.009,0.062,20
0.001,0.008,0.056,8
0.036,0.007,0.016,22
0.067,-0.027,0.014,8
0.094,-0.025,0.013,22
0.119,-0.022,-0.022,8
0.142,-0.02,-0.054,21
0.162,0.016,-0.049,19
0.18,0.014,-0.044,11
0.128,0.013,-0.04,20
0.115,-0.022,-0.001,8
0.069,-0.054,-0.001,22
0.062,-0.083,0.033,11
0.056,-0.075,-0.004,18
0.016,-0.067,0.03,22
0.014,-0.026,0.027,9
0.013,0.044,-0.009,21
0.011,0.074,-0.008,8
-0.023,0.032,-0.008,22
-0.055,-0.004,-0.007,19
-0.05,-0.038,-0.006,31
-0.01,-0.034,-0.005,8
-0.009,-0.065,-0.039,20
-0.008,-0.024,-0.035,11
-0.007,0.012,-0.066,20
-0.007,0.045,-0.059,10
-0.006,0.075,-0.019,20
-0.04,0.067,0.016,20
-0.07,0.061,0.015,10
-0.098,0.02,0.048,19
-0.122,0.018,0.077,12
-0.11,0.016,0.035,20
-0.133,0.014,0.032,20
-0.086,0.013,0.028,9
-0.042,0.012,0.025,29
-0.073,0.01,0.023,21
-0.065,0.044,0.055,19
-0.024,0.039,0.049,12
-0.022,0.035,-0.024,18
0.014,-0.002,0.012,9
0.047,-0.036,0.011,21
0.008,-0.032,0.044,9
0.007,-0.029,0.074,40
0.006,0.042,0.067,40
0.005,0.038,0.026,20
0.005,0.0,-0.01,11
0.039,0.0,0.024,19
0.035,0.0,-0.012,20
0.066,0.0,-0.011,34
0.094,-0.034,0.024,9
0.084,-0.031,-0.012,19
0.11,-0.028,-0.011,82
0.134,0.009,-0.01,7
0.086,0.008,-0.009,21
0.008,0.007,0.026,31
-0.061,0.006,0.058,18
-0.123,0.04,0.086,11
-0.18,0.036,0.112,22
-0.265,0.032,0.101,8
-0.273,0.064,0.091,19
-0.315,0.023,0.116,11
-0.318,0.02,0.104,21
-0.32,0.053,0.094,21
-0.288,0.047,0.016,7
-0.225,0.008,0.014,22
-0.168,0.042,-0.021,30
-0.151,0.003,-0.053,20
-0.101,0.037,-0.082,30
-0.091,0.068,-0.143,8
-0.082,0.096,-0.129,21
-0.039,0.051,-0.116,10
0.033,-0.022,-0.104,21
0.098,-0.088,-0.059,19
0.123,-0.08,-0.053,10
0.11,-0.072,-0.013,21
0.134,-0.099,0.021,9
0.189,-0.089,0.019,21
0.274,-0.045,-0.016,20
0.315,-0.041,-0.083,9
0.387,-0.002,-0.11,21
0.348,-0.036,-0.099,8
0.348,-0.067,-0.054,22
0.382,-0.129,-0.049,8
0.344,-0.116,-0.009,22
0.275,-0.07,-0.008,20
0.178,-0.063,-0.007,8
0.092,-0.022,-0.007,22
0.048,-0.02,-0.006,8
0.009,-0.018,-0.04,21
0.008,-0.051,-0.036,31
-0.027,-0.046,-0.032,19
-0.058,-0.006,-0.063,10
-0.087,0.028,-0.057,21
-0.078,0.059,-0.051,9
-0.105,0.019,-0.046,31
-0.163,0.017,-0.041,20
-0.181,0.015,-0.037,20
-0.129,0.014,0.0,8
-0.116,0.012,0.034,31
-0.104,0.045,-0.002,21
-0.059,0.041,-0.037,20
0.015,0.037,-0.033,8
0.048,0.033,0.004,20
0.077,-0.004,0.003,11
0.035,-0.038,0.003,31
0.066,-0.069,0.003,20
0.094,-0.027,0.002,19
0.119,-0.024,0.002,10
0.107,0.012,-0.032,21
0.027,0.045,0.005,9
-0.009,0.006,0.004,20
-0.008,-0.097,0.073,10
-0.042,-0.122,0.1,21
-0.106,-0.075,0.09,19
-0.165,0.0,0.046,9
-0.148,0.035,0.007,22
-0.133,0.066,0.007,8
-0.12,0.025,0.006,23
-0.108,0.057,0.005,19
-0.063,0.085,0.005,8
0.012,0.077,0.004,21
0.01,0.103,0.073,10
0.044,0.128,0.1,20
0.108,0.115,0.124,10
0.166,0.069,0.112,21
0.219,-0.006,0.135,19
0.3,-0.04,0.156,10
0.374,-0.036,0.106,21
0.44,-0.067,0.164,9
0.396,-0.094,0.286,20
0.321,-0.051,0.291,9
0.186,0.092,0.262,22
-0.004,0.117,0.236,21
-0.142,0.105,0.385,7
-0.334,0.094,0.553,22
-0.542,0.292,0.567,8
-0.764,0.504,0.338,22
-0.825,0.488,0.2,20
-0.88,0.474,0.18,8
-0.758,0.564,0.059,21
-0.406,0.473,0.018,10
-0.228,0.322,0.154,20
-0.205,0.152,0.346,10
-0.219,-0.069,0.725,21
-0.162,-0.165,0.721,19
-0.008,-0.114,0.442,10
0.13,-0.068,0.26,21
0.186,-0.027,0.268,9
0.27,-0.059,0.448,21
0.347,-0.087,0.438,8
0.381,-0.182,0.429,22
0.308,-0.267,0.455,20
0.381,-0.137,0.168,8
0.446,-0.123,0.358,22
0.436,-0.007,0.529,8
0.358,0.027,0.51,22
0.322,-0.044,0.459,20
0.324,-0.177,0.448,8
0.292,-0.263,0.472,22
0.263,-0.133,0.459,8
0.271,-0.085,0.448,21
0.209,-0.008,0.437,10
0.119,0.027,0.394,21
0.073,-0.044,0.354,19
0.031,-0.109,0.319,10
-0.109,-0.029,0.321,21
-0.133,-0.06,0.392,9
-0.119,-0.02,0.491,22
-0.107,-0.018,0.476,7
-0.097,0.018,0.463,22
-0.19,0.119,0.451,20
-0.24,0.176,0.372,8
-0.251,0.159,0.403,22
-0.225,0.074,0.432,8
-0.272,-0.002,0.458,20
-0.348,-0.07,0.377,11
-0.382,-0.063,0.271,20
-0.378,0.011,0.278,20
-0.409,-0.024,0.388,10
-0.368,0.012,0.349,20
-0.228,0.011,0.418,10
-0.102,0.044,0.479,20
-0.092,0.074,0.466,11
-0.082,0.067,0.316,20
-0.074,0.026,0.284,18
-0.101,0.057,0.256,12
-0.056,0.086,0.299,20
