X,Y,Z,t
-4.0,9.241,5.221,8
-8.151,4.662,7.698,22
-8.336,-6.801,2.136,20
-5.02,-5.121,-1.49,8
0.653,-3.023,7.036,22
0.38,-1.1,11.262,8
-0.794,1.215,8.102,22
0.732,3.266,3.327,8
3.383,6.283,-1.694,21
5.354,3.793,-1.938,21
3.095,0.483,1.599,8
1.717,-0.943,1.922,21
0.717,-1.918,0.833,10
0.094,-2.519,0.612,21
-0.225,-2.543,0.758,19
0.314,-2.53,0.371,10
-0.096,-1.966,0.645,22
-1.465,-1.046,0.373,8
-1.25,-1.01,0.026,20
-0.642,-0.943,0.023,9
-1.026,0.322,-0.392,22
-1.475,1.324,-0.939,21
-1.155,1.054,-0.914,7
0.166,0.466,0.038,21
1.115,0.454,1.0,9
0.762,0.236,1.52,23
0.41,0.591,1.506,7
0.507,1.601,1.011,21
0.525,1.337,0.048,10
0.679,1.583,0.077,22
1.37,0.838,0.552,18
2.508,-0.037,0.497,10
2.775,0.62,0.0,21
0.842,2.144,-1.724,9
-0.965,3.24,-4.068,22
-0.11,3.295,-2.144,18
-0.202,3.241,1.172,11
1.92,2.469,-0.668,20
2.176,1.532,-3.049,8
0.476,0.241,-3.744,22
-1.088,-0.333,-2.128,19
-3.013,1.457,0.118,9
-5.504,4.621,2.726,22
-7.746,5.883,4.281,8
-7.385,3.502,1.991,22
-4.716,-0.502,-2.344,8
0.168,-1.176,-3.834,21
2.668,-1.886,-1.106,10
5.504,-1.593,3.279,21
5.953,-0.055,3.434,19
4.806,-1.566,2.573,10
2.084,-3.72,1.73,20
-1.191,-5.52,2.453,10
-1.52,-7.105,1.725,22
-1.23,-7.532,1.035,19
-1.728,-7.227,0.69,9
-1.417,-7.228,0.276,19
-0.586,-6.781,-0.233,11
0.403,-6.172,-0.623,21
0.983,-5.762,-1.595,19
1.643,-5.048,-2.677,9
2.375,-3.026,-4.822,22
2.999,0.517,-8.891,8
2.837,5.74,-11.518,22
1.071,11.578,-9.47,8
1.86,10.731,-6.558,21
1.502,8.727,-3.661,10
-1.13,-0.867,-1.261,20
-2.154,-7.297,-1.031,20
-0.836,-5.085,-1.825,10
0.35,0.284,-0.056,21
-1.166,6.151,4.81,9
-4.739,9.466,1.777,21
-4.058,1.452,9.219,20
-6.996,-6.139,1.678,9
-3.366,-3.457,2.096,20
0.176,-1.559,7.471,10
0.193,-1.059,9.034,21
-0.067,0.598,7.165,20
2.214,2.882,4.449,8
4.268,4.731,1.005,22
4.531,3.603,-2.267,8
2.94,1.209,-1.006,22
0.612,0.26,0.335,8
0.447,-1.454,0.371,21
0.127,-1.205,0.299,10
-0.195,-1.395,0.097,21
-1.107,-1.255,-0.498,18
-0.996,-1.543,-0.586,10
0.689,-0.872,-0.217,22
0.896,-0.681,0.803,9
0.22,-0.958,1.102,21
-0.456,-0.828,0.888,20
-1.1,-0.469,0.489,9
-1.369,-0.146,0.302,21
-0.888,-0.063,0.238,8
-0.075,-0.263,0.317,22
0.725,0.142,0.079,8
1.411,1.334,-0.721,21
2.063,2.717,-1.614,20
2.684,2.549,-1.349,10
3.587,1.605,-0.594,20
4.091,0.72,-0.845,9
3.268,2.096,0.032,21
-0.058,3.162,1.752,10
-1.948,2.432,0.543,21
-2.236,3.12,-1.131,19
-0.047,3.739,-1.638,10
1.784,3.227,-1.957,21
-0.152,2.077,-2.692,9
-2.067,0.386,-2.837,21
-3.619,0.692,-0.76,20
-6.084,3.45,3.142,9
-7.51,4.519,4.448,21
-7.724,2.584,2.865,8
-5.986,-1.017,-0.764,22
-1.974,-2.674,-3.584,8
1.704,-1.234,-1.709,21
5.809,-1.076,0.702,10
6.297,1.582,2.942,20
6.15,-0.472,3.027,19
3.638,-3.838,2.138,11
-0.344,-4.316,2.89,20
-1.93,-6.298,2.014,10
-2.151,-7.702,1.02,21
-1.867,-7.449,-0.46,19
-1.404,-7.118,-0.931,10
-0.23,-6.785,-1.079,21
0.344,-6.175,-0.868,9
0.896,-5.42,-0.919,21
1.634,-4.809,-1.379,21
2.332,-4.121,-2.585,8
2.823,-2.399,-5.395,21
3.058,1.081,-9.096,8
1.649,7.351,-10.91,22
2.035,11.615,-8.647,8
3.142,10.453,-6.162,22
0.138,4.03,-2.822,20
-2.391,-4.578,-1.367,8
-0.704,-2.741,-1.196,23
1.606,0.773,2.543,7
-2.38,3.419,5.15,21
-2.832,6.939,4.807,10
-4.996,-1.27,8.498,21
-6.151,-4.315,0.167,19
-1.123,-2.504,5.011,10
-0.425,-0.737,9.199,20
-0.899,0.991,7.21,10
0.465,2.133,3.007,20
2.28,3.574,0.534,21
3.19,4.113,-2.104,9
2.009,0.358,-0.377,22
0.015,-0.746,1.384,7
0.462,-0.878,1.521,22
1.209,0.312,0.542,8
0.881,-0.753,-0.546,22
-0.068,-1.539,-0.905,20
-0.578,-1.316,-0.366,8
-0.038,-0.771,0.118,22
0.31,-0.625,0.485,8
0.141,-1.114,0.747,21
0.092,-1.14,0.534,10
-0.537,-1.026,0.274,19
-1.448,-0.51,0.522,12
-1.407,0.057,0.435,18
-0.473,0.327,-0.159,22
0.642,0.708,-0.557,9
1.474,1.189,-0.915,21
2.051,1.794,-1.133,20
2.845,2.339,-0.675,9
3.63,1.105,-0.228,21
3.887,0.477,-0.619,8
2.395,2.498,-0.04,22
-1.084,3.145,1.17,8
-3.32,3.071,0.398,22
-2.23,3.695,-0.744,20
1.785,3.808,-1.118,8
3.158,3.255,-2.385,22
0.394,1.378,-3.664,8
-1.816,0.0,-3.125,21
-3.669,1.068,-0.192,10
-6.301,4.167,3.722,21
-7.429,5.199,4.625,19
-7.928,2.748,2.335,10
-5.756,-1.111,-1.483,21
-0.733,-2.379,-3.231,9
3.339,-1.383,-1.115,21
6.625,-1.348,0.616,8
6.514,1.475,2.658,21
5.828,-0.809,3.254,19
2.832,-4.348,3.79,10
-1.553,-5.292,4.514,22
-3.363,-6.556,1.546,7
-3.13,-7.383,0.874,20
-2.61,-6.989,0.304,21
-1.763,-7.083,-0.76,9
-0.38,-6.582,-1.063,20
0.174,-6.199,-1.094,10
0.536,-5.717,-1.468,24
1.241,-5.249,-2.217,9
2.392,-4.31,-4.34,19
3.429,-1.328,-8.629,10
3.086,3.251,-11.765,20
1.433,11.407,-10.554,20
3.186,10.991,-7.465,13
2.419,8.685,-3.581,18
-0.442,-1.043,-0.844,8
-1.432,-4.455,-2.276,22
2.089,-1.079,-1.669,19
0.707,1.303,3.737,10
-5.982,5.586,3.26,20
-3.97,2.304,7.588,10
-6.366,-3.235,2.244,18
-2.902,-3.325,5.122,23
-0.336,-2.2,9.092,8
-0.889,-0.049,9.355,20
-0.041,1.989,5.696,11
1.858,4.1,1.61,20
3.431,4.966,-1.205,12
3.122,2.056,-1.671,19
2.017,0.299,0.012,10
0.091,-0.213,1.252,19
0.323,-1.295,1.058,21
0.946,-0.303,0.952,9
0.955,-0.721,0.133,22
0.377,-1.304,-0.466,7
-0.177,-1.208,-0.833,21
-0.677,-1.018,-0.818,18
0.08,-1.503,-0.081,11
0.072,-1.352,0.857,22
-0.659,-0.838,0.771,8
-1.661,-0.478,0.59,22
-1.668,-0.154,0.324,8
-1.018,0.343,0.051,21
-0.054,0.308,0.011,21
0.743,0.071,-0.058,8
1.393,0.615,-0.431,21
1.839,1.588,-0.664,10
2.517,2.05,-0.632,21
2.817,1.603,-0.362,19
3.053,0.684,-0.222,11
2.506,1.237,0.385,20
-0.571,2.216,0.588,9
-2.513,2.443,-0.401,21
-1.883,3.026,-1.602,8
0.063,3.792,-0.752,22
2.298,3.102,0.529,19
2.964,2.413,-2.005,9
0.978,0.999,-4.322,22
-1.049,-0.272,-4.2,8
-3.427,0.996,-0.815,22
-5.773,3.62,4.196,8
-7.023,4.671,5.673,21
-7.631,2.687,3.416,10
-5.799,-0.235,-0.717,21
-0.565,-1.453,-3.645,19
4.283,-0.997,-2.074,10
7.199,-0.863,0.236,21
7.307,0.36,4.108,9
5.335,-1.468,2.559,20
0.767,-3.39,1.959,21
-2.273,-4.257,3.211,9
-2.873,-6.21,2.373,20
-2.827,-7.382,0.963,9
-2.234,-7.368,-0.339,22
-1.321,-7.527,-1.098,20
-0.637,-7.326,-1.402,8
0.046,-6.111,-1.469,22
0.662,-4.845,-1.391,8
1.354,-3.877,-2.01,22
2.356,-2.938,-3.085,8
3.707,-0.989,-5.465,21
4.232,2.66,-7.573,10
2.499,7.944,-9.643,22
1.835,11.149,-9.92,18
2.238,9.552,-5.825,10
-0.054,2.149,-2.932,19
-2.324,-3.65,-2.432,12
-1.126,-0.561,-2.672,20
0.916,3.769,-0.715,18
-0.726,5.426,5.975,12
-4.032,3.711,6.998,20
-7.007,-4.623,6.436,8
-7.341,-5.298,0.655,22
-2.297,-3.32,5.52,20
-0.654,-0.954,9.726,8
-1.243,0.899,8.236,22
0.431,2.946,3.827,8
2.802,4.548,1.306,22
3.659,3.61,-0.823,8
3.121,0.663,-0.568,21
1.292,0.252,1.039,10
0.473,-0.91,1.314,19
0.943,-1.784,1.562,21
1.124,-0.261,1.061,10
0.564,-0.855,-0.147,20
-0.699,-1.253,-1.339,11
-1.697,-0.61,-1.722,20
-0.631,-0.825,-1.136,20
-0.327,-0.398,0.045,9
0.567,-1.909,0.454,20
0.303,-2.132,0.719,9
-0.347,-1.229,0.888,22
-0.208,-0.624,0.455,20
0.087,0.3,0.099,8
0.871,0.683,0.055,22
1.922,0.443,-0.019,8
2.385,1.191,-0.086,23
2.732,2.313,-0.284,7
3.149,2.496,-0.497,21
2.558,1.488,-0.758,10
0.682,1.27,-0.647,20
-1.04,2.315,-0.203,20
-1.971,1.911,-0.735,10
-1.911,2.478,-2.006,21
0.175,4.092,-0.633,9
2.674,4.338,0.257,21
3.441,3.18,-2.147,20
1.821,1.276,-3.863,9
-1.532,0.114,-2.545,21
-4.309,1.585,1.018,8
-6.809,4.771,4.708,22
-8.196,5.5,4.582,8
-7.963,1.71,0.78,22
-3.753,-1.598,-2.986,20
0.793,-1.679,-1.584,8
5.885,-0.718,0.987,21
6.193,2.628,0.715,9
5.401,-0.496,2.437,21
3.758,-4.652,3.848,10
0.382,-4.876,4.084,21
-2.137,-5.871,2.4,19
-3.234,-7.422,1.436,10
-3.014,-7.576,1.499,21
-2.919,-8.128,0.763,9
-1.593,-8.143,-0.692,20
-0.33,-7.639,-1.415,22
-0.125,-6.771,-1.963,8
0.956,-5.818,-2.456,21
2.067,-4.616,-3.28,8
2.239,-2.844,-5.399,22
2.567,1.059,-8.859,8
3.034,8.228,-11.007,22
4.558,11.749,-10.458,19
4.895,10.471,-4.826,10
2.337,4.528,-2.241,21
0.241,-3.647,-1.017,8
-0.575,-3.799,-1.605,21
0.826,2.613,-2.065,10
-0.738,4.972,3.554,21
-4.663,8.336,3.853,19
-7.989,0.78,6.33,9
-8.018,-5.951,-2.025,23
-2.803,-5.356,5.141,8
0.269,-2.993,10.419,21
-0.86,-0.763,10.756,18
-0.498,0.622,7.198,12
1.757,4.283,2.444,19
3.684,6.406,-0.695,9
3.488,3.18,-1.901,22
1.829,1.069,-0.677,8
0.095,-0.244,0.7,22
0.154,-1.219,1.044,20
0.415,-0.821,0.767,8
0.028,-1.463,0.483,22
-0.146,-1.42,-0.116,8
-0.2,-0.899,-0.794,21
0.06,-0.878,-0.956,10
-0.531,-1.583,-0.205,21
-0.823,-1.425,0.539,19
-0.74,-1.317,0.071,10
-1.011,-1.219,0.305,21
-1.565,-0.822,0.378,9
-1.133,0.191,-0.141,20
0.704,1.033,-0.748,22
1.943,0.723,-0.811,8
2.714,1.168,-0.799,21
3.201,2.361,-0.477,8
3.881,2.401,-0.119,22
3.734,1.23,-0.556,8
2.533,1.452,-0.603,22
-0.443,2.203,0.594,20
-2.433,2.189,-1.292,8
-0.534,2.418,-2.68,22
1.311,3.245,-0.033,8
2.8,3.024,-0.443,21
3.382,2.48,-1.812,10
1.01,1.508,-2.562,21
-2.055,1.599,-1.72,19
-5.091,3.749,0.589,10
-7.615,5.58,5.012,21
-8.819,4.022,5.614,9
-8.213,0.207,1.984,21
-5.771,-2.95,-3.04,20
-3.125,-2.483,-3.632,9
2.082,-1.648,-0.683,21
6.562,-1.173,1.418,8
6.561,1.46,3.0,22
6.077,-1.374,1.942,8
3.091,-4.167,2.54,22
-1.251,-5.44,3.217,20
-2.781,-6.826,2.068,8
-2.744,-7.247,1.172,22
-2.366,-7.626,0.503,8
-1.474,-7.725,-0.34,20
-0.706,-7.056,-0.857,11
-0.187,-6.454,-1.392,22
0.658,-5.36,-1.977,18
1.799,-4.134,-3.124,10
2.515,-1.928,-5.707,21
2.505,1.987,-9.756,9
1.53,8.373,-11.677,21
2.136,11.328,-8.889,20
3.784,10.161,-4.966,9
1.854,5.284,-2.952,20
-0.951,-2.967,-2.243,9
-1.993,-3.635,-3.363,22
1.17,2.175,-3.579,8
0.708,3.853,6.604,21
-6.567,3.33,6.357,10
-7.669,-4.414,4.998,20
-5.695,-5.455,0.843,21
0.114,-3.014,7.206,8
1.068,-0.678,11.691,21
-0.658,0.94,11.005,10
-0.144,3.191,4.285,21
3.317,6.457,-2.142,19
4.709,4.57,-1.41,10
2.962,0.596,1.074,21
0.942,1.261,1.277,9
1.331,0.273,0.115,21
0.715,-1.857,-0.103,20
-0.321,-2.154,-0.161,9
-1.013,-2.386,-0.386,21
-1.118,-1.768,-0.382,8
-0.869,-1.35,-0.62,22
0.252,-1.422,-0.351,8
0.847,-1.245,0.097,22
0.28,-1.086,0.535,20
-0.713,-0.736,0.999,8
-1.4,-0.318,0.727,22
-1.019,-0.045,-0.035,8
-0.537,0.786,-0.445,21
0.515,0.742,-0.711,10
1.877,0.082,-0.708,21
2.482,1.177,-0.086,19
3.13,2.162,0.198,10
3.852,1.67,0.247,20
4.018,2.055,0.153,10
3.202,3.263,-0.206,21
-0.909,2.799,0.641,8
-2.37,3.932,-0.732,22
-1.202,5.47,-1.521,20
-0.22,3.819,-1.334,8
-0.611,1.714,-2.545,22
-1.309,0.715,-4.221,8
-2.247,1.746,-3.386,21
-4.47,3.502,1.055,21
-6.884,3.497,6.086,8
-7.609,2.63,5.547,22
-6.676,-0.356,0.855,8
-4.043,-3.113,-3.574,21
0.704,-2.319,-3.182,10
3.702,-1.087,0.583,19
5.642,0.09,2.421,20
5.905,-0.332,2.282,10
5.832,-3.953,1.295,20
2.215,-4.834,1.752,12
-0.936,-6.177,2.783,17
-2.153,-6.904,0.885,10
-2.42,-7.214,0.175,21
-1.764,-7.354,0.261,19
-0.657,-6.791,0.063,10
0.511,-6.146,-0.425,22
1.356,-5.67,-1.107,12
1.945,-5.068,-1.686,16
2.267,-4.182,-3.068,21
2.523,-2.109,-6.485,9
2.615,2.031,-12.766,20
0.768,9.241,-14.075,10
-0.273,11.488,-7.669,20
2.442,10.133,-5.247,10
-0.111,1.534,-0.757,20
-3.03,-8.34,0.11,19
-1.865,-6.748,-2.21,11
0.63,-0.35,0.458,20
-1.604,6.959,4.481,10
-4.96,10.021,2.585,20
-5.429,0.986,9.773,20
-6.334,-4.904,0.763,10
-0.702,-3.0,5.168,20
0.953,-1.183,10.719,10
-0.968,0.417,10.44,20
0.955,2.099,5.673,10
4.41,5.785,0.727,20
6.555,5.861,-1.689,20
5.038,1.586,-0.452,10
2.327,0.635,1.213,20
0.474,-0.152,0.609,10
-0.365,-1.826,-0.244,20
-1.294,-2.057,0.09,10
-1.303,-1.541,-0.022,20
-0.827,-1.973,-0.088,20
-0.883,-1.534,0.264,10
-0.449,-0.657,0.203,22
0.663,-0.453,0.424,8
-0.023,-0.304,0.968,20
-1.089,-0.722,0.492,20
-1.497,-0.684,0.201,10
-0.83,-0.547,-0.611,20
-0.092,-0.078,-0.826,10
0.64,0.48,-0.019,20
1.472,0.88,0.12,10
2.153,1.895,-0.236,20
3.282,3.05,-0.557,20
4.712,2.745,-0.743,10
5.378,0.643,-0.461,20
4.082,0.924,-0.036,12
1.398,2.348,0.484,18
-1.188,2.527,-0.219,10
-1.759,2.861,-0.679,20
-1.066,4.471,-0.267,20
0.97,4.334,-1.412,10
0.77,2.487,-3.133,22
-1.857,0.687,-4.026,8
-2.982,0.411,-1.624,20
-5.131,2.37,1.882,20
-6.721,4.994,4.452,10
-7.394,4.081,2.869,20
-7.309,1.708,-0.589,10
-5.165,-0.393,-3.047,20
0.626,-1.836,-2.535,10
4.39,-2.204,0.303,19
6.64,-0.467,4.134,21
5.873,0.165,2.169,10
4.63,-2.367,1.607,20
1.547,-3.992,2.343,10
-1.572,-5.972,3.833,19
-2.759,-7.926,2.07,11
-3.173,-8.202,0.863,20
-2.649,-8.416,0.329,20
-1.384,-8.229,-0.289,10
0.374,-7.924,-0.467,20
0.957,-6.821,-0.765,11
1.516,-6.001,-1.309,19
1.985,-4.884,-2.523,10
2.58,-2.671,-5.235,20
3.321,1.939,-10.056,20
2.438,9.054,-12.67,10
2.263,11.769,-9.61,21
2.209,10.592,-5.857,9
0.057,4.878,-2.892,20
-4.085,-2.194,-2.086,20
-1.401,1.197,-5.566,10
3.048,2.628,2.126,20
-4.461,-0.323,7.637,10
-6.946,-3.6,6.873,20
-5.872,-5.481,2.014,10
-2.458,-2.416,5.777,20
-0.488,0.824,12.164,20
-0.922,2.052,9.293,10
-0.037,4.156,3.778,20
2.69,6.878,-0.736,10
5.42,4.57,-1.042,20
4.326,0.7,0.751,10
2.756,-0.852,1.055,20
0.722,-0.732,1.087,20
0.236,-1.486,0.599,10
-0.407,-2.2,1.436,20
-0.366,-1.635,1.258,10
-0.157,-0.747,-0.488,20
-0.245,-0.81,-2.404,21
-0.186,-0.281,-2.577,9
-0.202,-0.287,-0.182,20
0.162,-0.155,0.732,10
0.491,-0.657,0.624,20
0.269,-1.108,0.562,10
-1.274,-1.514,0.333,20
-1.629,-1.122,-0.389,11
-0.501,0.403,0.063,19
0.41,1.432,1.056,20
0.68,1.737,0.468,10
1.577,2.149,-0.785,20
3.626,2.451,-1.671,10
5.297,1.241,-1.401,20
4.802,-0.262,-1.192,20
1.874,3.073,-0.728,10
-1.484,3.731,0.482,20
-1.577,1.979,-0.393,10
-0.592,3.436,-0.112,20
1.293,4.954,0.622,10
2.509,3.666,-1.163,20
-0.568,0.851,-2.564,20
-2.339,0.077,-1.204,10
-3.587,0.276,1.432,20
-5.711,3.972,3.358,10
-7.07,5.746,3.746,20
-7.673,4.172,1.165,20
-6.596,0.824,-2.123,10
-3.281,-0.947,-3.117,20
1.804,-1.886,-1.702,10
4.795,-1.939,1.156,20
7.384,-0.297,3.661,10
5.611,-0.991,3.64,20
2.43,-4.616,0.897,19
-1.122,-5.912,2.186,21
-2.285,-6.7,1.933,10
-1.884,-8.064,1.36,10
-1.455,-8.154,0.431,20
-1.206,-8.132,-0.438,10
-0.292,-7.008,-0.912,20
-0.47,-5.687,-1.096,20
-0.595,-4.911,-1.504,10
0.67,-4.316,-2.043,20
1.844,-3.437,-3.218,10
2.556,-1.99,-5.757,20
2.473,2.104,-9.043,10
1.743,8.203,-10.586,20
2.637,11.382,-8.459,20
4.615,10.037,-5.234,10
2.395,3.034,-2.883,20
-0.05,-5.163,-1.871,10
-1.252,-4.923,-1.925,20
-0.747,1.326,-0.147,20
-1.707,7.33,4.418,10
-4.846,9.079,2.563,20
-5.533,0.966,8.305,10
-7.118,-6.715,0.821,20
-2.51,-5.56,3.186,10
0.671,-2.936,9.487,20
-0.844,-0.436,10.504,20
-0.311,1.124,7.109,10
2.719,4.942,1.019,20
5.619,7.413,-3.046,10
4.574,3.43,-0.501,20
1.634,0.709,1.548,20
0.85,-0.74,1.014,10
0.317,-2.7,1.154,20
-0.61,-1.948,0.556,10
-0.722,-2.373,0.086,20
-0.994,-2.033,0.319,10
-0.86,-0.726,-1.022,20
-0.291,-0.584,-1.885,20
0.082,-0.871,-1.214,10
0.694,-0.99,-0.437,20
0.383,-0.857,0.433,10
-0.516,-1.254,0.596,20
-0.947,-1.232,0.709,10
-0.542,-0.557,0.81,20
0.373,0.325,0.626,20
1.232,1.706,0.563,10
2.281,2.846,0.162,21
3.363,3.078,0.077,9
4.337,1.977,-0.412,20
4.765,1.159,-1.474,11
3.185,1.491,-1.499,19
-2.373,1.928,-0.832,20
-3.17,2.287,-2.128,11
-0.646,3.024,-0.777,19
1.383,4.307,1.678,10
3.589,4.324,0.614,21
2.437,2.789,-2.756,19
-0.495,0.096,-3.515,10
-2.066,-0.188,-1.784,21
-3.687,2.312,0.979,9
-5.386,4.977,4.329,20
-6.572,4.238,4.827,10
-7.121,2.435,1.344,20
-6.443,-0.29,-2.064,20
-2.386,-1.088,-3.168,10
1.575,-1.566,-2.368,20
4.348,-2.788,0.626,10
5.43,-1.44,4.838,20
4.542,-0.055,3.389,11
1.882,-2.187,1.326,19
-1.133,-4.933,2.676,20
-2.226,-6.681,2.512,11
-2.555,-8.461,1.778,19
-1.713,-8.27,0.738,10
-1.197,-8.167,-0.231,21
-0.319,-8.039,-0.966,19
-0.632,-6.96,-1.49,10
-0.396,-5.436,-2.307,21
0.504,-4.306,-3.007,9
1.626,-2.635,-4.257,20
2.705,0.283,-6.038,10
3.399,6.805,-8.227,20
3.611,11.675,-10.852,20
4.698,10.473,-8.112,10
3.021,4.633,-3.853,20
1.685,-3.862,-1.537,10
1.206,-6.613,-2.211,20
-0.396,-3.332,2.94,11
-1.908,1.655,3.404,19
-5.372,8.454,4.65,20
-4.938,9.367,4.081,11
-5.616,1.362,0.467,19
-3.951,-6.358,2.558,10
-1.177,-4.619,6.404,21
-2.266,-2.054,8.901,19
-2.936,-1.055,7.528,10
-0.539,-0.571,5.155,21
1.513,4.416,2.123,9
3.189,5.457,-1.778,20
4.594,2.394,-1.565,10
2.963,3.017,0.728,20
2.804,0.095,0.586,20
1.214,-1.396,-0.816,10
-0.906,-2.36,-0.562,20
-0.954,-2.365,-0.023,10
-0.582,-1.474,0.702,20
-0.455,-1.361,1.149,11
-0.03,-1.431,0.965,19
-0.062,-1.185,0.489,20
0.185,-0.825,-0.524,17
-0.453,0.015,-2.092,13
-0.27,1.599,-2.538,10
1.204,0.543,-1.215,21
1.98,-0.027,0.043,9
1.851,0.629,0.384,20
1.873,1.29,0.0,21
1.927,1.782,-0.171,9
2.01,1.328,-0.05,20
2.877,2.022,0.057,10
2.693,3.027,0.706,20
-0.471,1.931,0.946,20
-2.251,1.841,-2.354,10
-0.888,3.105,-3.084,20
0.682,3.794,-1.465,10
1.786,2.691,-1.767,21
-0.529,1.732,-2.866,12
-3.269,1.456,-1.304,20
-5.459,2.93,1.515,20
-6.533,4.947,3.742,9
-7.466,5.625,3.161,21
-6.754,1.994,-0.395,8
-2.562,-0.066,-3.044,22
2.313,-0.818,-1.844,8
5.84,-3.15,2.063,22
7.876,1.612,1.064,20
6.123,1.382,0.751,7
3.408,-4.72,3.882,23
0.343,-5.765,5.286,8
-2.172,-5.809,3.62,21
-3.3,-7.09,1.707,10
-3.935,-8.001,0.639,21
-3.024,-8.132,0.334,19
-1.86,-8.181,-0.526,10
-0.157,-7.673,-1.232,21
0.409,-6.595,-1.66,9
0.61,-5.97,-2.046,21
1.549,-5.028,-2.703,8
2.428,-3.043,-4.743,22
3.219,1.501,-9.198,19
2.622,9.97,-10.899,9
3.532,11.593,-11.05,22
3.937,10.261,-5.566,8
0.751,2.581,-2.183,23
-1.116,-6.674,-0.896,19
0.753,-8.006,-2.426,8
1.712,-2.655,2.159,21
1.437,3.091,5.115,10
-2.808,9.815,3.914,20
-4.251,9.592,6.039,10
-8.274,-0.606,-2.907,21
-4.929,-5.82,0.486,19
-1.127,-4.514,6.677,10
-1.704,-2.132,9.595,20
-2.43,-0.574,9.084,10
0.019,0.103,6.383,21
2.534,5.195,1.883,8
4.797,6.262,-2.097,22
4.179,3.188,-2.094,20
1.865,1.559,0.631,8
1.782,0.748,0.361,22
1.294,-0.36,-0.122,8
-0.214,-1.634,-0.351,22
-1.296,-2.747,0.028,20
-1.373,-2.541,0.128,8
-0.339,-1.597,-0.47,22
-0.443,-0.782,0.128,8
-0.433,-0.67,0.908,21
-0.39,-0.12,0.541,10
-0.592,-0.384,-0.098,21
-1.36,-0.552,-0.364,19
-1.259,0.192,-0.396,10
0.176,0.104,-0.253,21
1.331,0.231,-0.124,9
1.922,1.104,-0.25,21
3.04,1.959,-0.501,8
3.873,2.211,-0.14,22
3.451,1.197,0.114,20
2.141,2.077,0.413,8
0.065,3.49,1.027,22
-1.457,2.279,-0.385,8
-1.794,1.499,-2.174,21
-0.029,2.97,-1.336,9
2.007,3.362,-0.168,20
0.979,2.336,-2.22,20
-0.911,0.931,-3.584,10
-2.026,0.148,-2.156,19
-3.513,0.754,0.127,10
-5.885,4.436,2.217,22
-7.296,6.061,4.167,10
-7.429,3.8,2.958,20
-5.548,-0.233,-1.233,20
-1.235,-1.589,-4.006,13
1.956,-1.292,-2.433,18
4.691,-2.749,0.326,8
6.98,-1.543,2.5,22
5.42,0.024,2.733,20
3.154,-3.563,2.322,8
0.873,-4.069,2.572,22
-1.282,-4.662,2.625,8
-2.36,-6.333,1.88,22
-2.365,-6.768,1.002,8
-2.198,-6.643,0.075,21
-1.564,-6.392,-0.311,10
-0.684,-6.891,-1.176,21
-0.236,-6.236,-1.61,19
0.786,-5.509,-2.07,10
1.811,-4.476,-2.759,19
2.733,-2.89,-4.517,12
3.873,0.88,-8.651,20
3.417,6.653,-11.337,20
2.868,11.745,-9.583,9
3.823,10.571,-7.211,21
1.51,6.273,-3.663,8
-1.502,-2.456,-1.986,22
-1.593,-3.141,-1.684,19
1.737,2.24,-2.205,9
1.012,4.464,6.427,22
-5.708,4.431,5.405,8
-6.689,-2.458,8.105,22
-7.709,-5.798,0.641,8
-3.318,-3.908,5.403,21
-0.987,-0.724,10.31,12
-1.198,0.968,8.486,16
-0.216,3.146,4.741,22
2.494,5.038,0.682,10
4.002,3.741,-0.696,21
3.188,0.954,-0.557,9
1.49,-0.658,1.015,21
1.203,-0.73,1.43,21
1.393,-0.553,1.356,8
1.047,-0.153,0.462,22
0.804,-0.655,-1.169,6
0.103,-0.624,-1.19,21
-0.078,-1.389,-1.002,20
-0.243,-1.319,0.131,11
-0.356,-0.946,0.808,21
-0.666,-1.161,0.796,8
-0.978,-1.08,0.751,23
-0.604,-1.109,0.538,7
-0.475,-0.826,0.656,21
-0.359,-0.123,0.28,10
0.331,0.681,-0.057,19
1.195,0.82,-0.603,20
1.937,0.91,-1.405,10
2.536,1.199,-1.816,20
2.903,1.734,-1.358,12
2.82,1.181,-0.326,17
3.227,0.994,0.292,23
3.042,2.687,1.366,9
-0.674,2.729,2.712,21
-2.951,2.421,-0.903,9
-1.484,3.489,-3.329,23
1.008,3.899,-2.651,18
2.976,2.647,-1.49,8
1.713,2.279,-2.168,22
-1.56,1.361,-2.193,8
-4.645,1.501,-0.215,22
-7.387,4.557,4.46,8
-8.579,5.584,5.427,21
-8.652,2.991,2.126,10
-6.545,-0.341,-2.843,21
-1.202,-0.479,-4.317,19
3.227,-2.224,-0.438,10
6.903,-1.657,3.053,21
6.868,0.542,1.817,9
5.388,-2.097,1.152,20
2.057,-5.369,3.83,21
-1.078,-5.177,3.24,9
-2.005,-7.038,2.33,20
-2.528,-7.679,1.752,9
-3.103,-7.6,0.611,21
-1.655,-8.013,-0.414,10
-0.11,-7.901,-1.166,20
0.038,-7.111,-1.739,21
0.206,-6.503,-2.013,8
1.048,-5.784,-2.363,22
1.943,-4.102,-3.644,8
3.403,-0.382,-7.486,21
4.511,6.447,-12.046,10
3.025,12.249,-11.669,21
3.309,11.024,-7.778,19
1.358,8.888,-3.553,10
-2.018,-2.722,-0.508,21
-2.058,-8.208,-1.009,9
-0.335,-4.491,-0.701,21
-0.163,0.095,3.333,20
-4.87,7.291,1.138,9
