X,Y,Z,t
-0.261,0.114,0.193,11
-0.442,0.137,0.174,21
-0.398,0.089,0.053,8
-0.185,0.045,-0.02,20
0.074,0.006,-0.053,22
0.239,-0.028,-0.013,8
0.387,-0.06,-0.046,21
0.417,-0.054,-0.041,9
0.444,-0.083,-0.141,20
0.434,-0.143,-0.23,10
0.425,-0.232,-0.241,21
0.383,-0.244,-0.217,19
0.31,-0.185,-0.126,10
0.21,-0.063,-0.079,20
0.085,-0.022,-0.037,11
-0.06,-0.089,0.0,19
-0.088,-0.08,-0.033,11
-0.08,0.065,-0.03,20
-0.106,0.093,0.041,20
-0.061,0.084,0.003,10
-0.02,0.041,0.037,20
-0.087,0.071,0.033,10
-0.182,0.064,0.099,20
-0.06,0.058,0.089,30
-0.192,0.086,0.114,30
-0.276,0.112,0.137,19
-0.317,0.032,0.089,11
-0.32,0.063,0.011,19
-0.219,0.057,-0.024,20
-0.059,0.051,0.012,10
0.015,0.046,0.046,20
0.048,0.007,0.11,11
0.043,-0.027,0.133,19
0.073,-0.059,0.051,13
0.1,-0.088,-0.057,18
0.193,-0.044,-0.085,20
0.243,-0.005,-0.042,9
0.219,-0.005,0.064,21
0.093,-0.073,0.058,9
-0.018,0.002,-0.016,20
-0.12,0.071,-0.083,21
-0.108,0.064,-0.04,9
-0.028,-0.011,0.032,21
0.008,-0.079,-0.005,9
0.007,-0.036,-0.004,20
-0.027,0.001,-0.038,10
-0.024,0.035,0.033,40
-0.056,-0.002,0.03,10
-0.051,-0.002,0.061,21
-0.011,-0.001,0.055,10
0.024,-0.036,0.05,20
0.09,-0.032,0.079,20
0.15,-0.029,0.037,10
0.17,0.008,-0.001,20
0.221,0.007,-0.035,10
0.13,-0.027,-0.031,29
0.048,-0.025,0.005,21
0.043,-0.022,0.039,20
0.005,0.014,0.07,9
-0.064,0.047,0.063,21
-0.092,0.042,0.022,9
-0.117,-0.03,0.02,20
-0.14,0.006,0.018,10
-0.195,0.04,0.05,21
-0.175,0.036,0.011,19
-0.089,0.032,-0.058,10
-0.011,0.029,-0.052,21
-0.01,-0.007,-0.013,10
0.025,-0.041,-0.011,20
0.057,-0.037,-0.045,20
0.085,0.0,-0.04,10
0.146,0.0,-0.036,20
0.131,-0.033,-0.032,9
0.084,0.004,-0.064,21
0.041,0.003,-0.057,9
0.002,-0.031,-0.017,20
-0.032,-0.062,0.053,21
0.005,-0.021,0.047,9
0.039,-0.019,0.043,21
0.001,0.016,0.038,9
0.0,0.049,0.069,20
-0.068,0.079,0.027,10
-0.095,0.036,-0.009,21
-0.12,-0.001,-0.042,19
-0.039,-0.001,-0.038,31
-0.001,-0.035,-0.069,10
-0.035,0.002,-0.062,20
0.002,0.002,-0.056,9
0.036,0.001,-0.015,21
-0.001,0.001,-0.014,19
-0.001,0.001,-0.081,10
-0.001,0.001,-0.004,30
0.033,-0.033,-0.004,21
0.099,0.004,-0.003,20
0.054,-0.03,-0.037,10
0.014,-0.027,-0.068,20
0.013,0.009,-0.027,9
0.011,0.008,0.044,20
-0.023,0.008,0.039,10
-0.055,0.007,-0.032,21
0.018,-0.027,-0.064,19
0.016,-0.025,0.011,10
0.015,0.011,0.01,20
0.048,0.01,-0.025,11
0.043,-0.024,-0.057,20
0.038,-0.022,0.017,9
0.069,0.014,-0.018,21
0.062,0.012,-0.085,20
0.056,-0.022,-0.008,9
0.05,-0.055,0.026,21
0.045,-0.049,-0.01,9
-0.062,-0.01,-0.043,21
-0.056,0.025,-0.039,20
-0.084,0.022,0.0,9
-0.042,0.02,-0.035,31
-0.003,0.018,-0.031,19
-0.003,0.016,0.005,10
-0.037,0.014,0.108,20
-0.102,0.047,0.132,20
-0.195,0.043,0.153,10
-0.21,0.038,0.138,21
-0.12,0.034,0.089,10
-0.039,-0.003,0.046,20
-0.001,-0.037,0.041,9
0.033,0.001,0.106,21
0.064,0.069,0.13,20
0.023,0.062,0.082,10
0.021,0.056,0.109,20
-0.015,0.016,0.098,10
-0.013,-0.088,0.019,20
0.056,-0.114,-0.051,20
0.154,-0.068,-0.046,9
0.173,0.007,-0.041,21
0.156,0.006,-0.072,9
0.105,0.04,-0.099,20
0.026,0.001,0.014,10
-0.01,0.001,0.047,21
-0.078,0.001,0.042,19
-0.139,0.001,0.072,10
-0.16,0.035,0.065,21
-0.213,0.032,0.058,10
-0.26,0.028,0.018,20
-0.372,0.06,0.051,9
-0.438,0.088,0.08,21
-0.463,0.08,0.072,20
-0.451,0.106,0.03,9
-0.372,0.061,-0.006,21
-0.3,0.055,0.028,9
-0.167,0.015,0.025,21
-0.046,-0.02,0.022,20
0.095,-0.018,0.02,9
0.224,-0.016,0.018,20
0.27,-0.049,0.016,10
0.346,-0.044,-0.088,20
0.381,-0.074,-0.114,10
0.412,-0.067,-0.137,21
0.405,-0.06,-0.123,19
0.399,-0.054,-0.111,10
0.359,-0.083,0.003,21
0.357,-0.109,0.037,10
1.735,-0.202,1.999,20
0.7,0.059,-1.407,9
0.699,-0.463,1.353,21
-1.956,0.099,-3.711,20
-1.14,0.572,-0.685,10
-0.44,0.067,1.14,20
0.707,-0.249,0.957,9
1.291,-0.121,0.586,21
0.679,-0.212,0.355,20
-0.146,-0.019,-0.059,10
-0.545,0.051,-0.363,20
-0.491,0.081,-0.292,9
-0.2,0.004,-0.056,20
-0.042,0.003,0.086,10
-0.038,0.037,0.078,21
-0.138,0.033,0.001,19
-0.262,0.03,-0.067,10
-0.373,0.061,-0.164,21
-0.405,0.055,-0.251,10
-0.537,-0.156,-0.26,20
-0.138,0.134,-0.062,9
0.668,0.397,0.185,21
0.566,-0.056,0.201,20
-0.076,-0.119,0.146,9
-0.482,0.03,0.028,21
-0.502,0.061,-0.008,9
-0.245,0.055,-0.18,21
-0.014,0.015,-0.196,20
0.021,0.013,-0.177,9
-0.049,0.012,-0.09,20
-0.182,0.045,-0.081,10
-0.233,0.041,-0.142,20
-0.175,0.037,-0.231,10
-0.261,-0.001,0.067,21
-0.407,-0.138,0.577,19
-0.056,0.047,0.209,10
0.397,0.077,-0.707,21
0.081,0.0,-0.429,10
-0.271,0.0,0.268,19
-0.071,0.0,0.034,10
0.038,-0.034,0.134,21
0.104,-0.03,0.189,20
0.093,0.006,-0.139,10
0.015,0.006,-0.194,20
0.048,-0.028,-0.037,9
0.077,0.008,0.035,21
0.07,-0.026,0.066,20
0.063,-0.024,0.025,9
0.056,-0.021,-0.011,21
0.051,0.014,-0.079,9
0.011,-0.021,-0.036,20
0.01,0.015,0.035,10
0.043,-0.055,0.032,20
0.004,-0.015,0.028,20
-0.03,0.02,-0.008,10
0.007,-0.015,-0.042,20
0.11,-0.014,-0.037,12
0.099,-0.012,0.0,19
-0.014,0.023,0.069,10
-0.047,0.02,0.027,20
-0.008,-0.015,-0.043,20
0.13,-0.014,0.27,9
0.152,-0.047,-0.169,21
-0.035,-0.008,-0.049,9
-0.169,0.061,-0.148,20
-0.118,0.021,-0.029,21
0.031,-0.015,0.145,9
0.097,-0.013,0.199,21
0.018,0.021,0.111,9
-0.017,0.054,-0.003,20
-0.05,0.048,-0.003,10
-0.079,-0.025,0.031,21
-0.037,0.011,0.028,19
0.0,0.01,-0.043,10
0.0,0.009,-0.004,21
0.0,-0.025,-0.004,11
0.0,-0.023,0.03,18
0.0,0.013,0.062,11
-0.034,0.012,-0.012,21
-0.03,0.011,-0.08,18
0.006,0.009,-0.072,13
0.006,0.008,0.038,18
-0.028,-0.026,0.068,9
-0.025,0.01,0.027,20
0.011,0.009,-0.009,22
0.044,0.008,-0.008,9
-0.028,0.007,0.026,19
0.008,0.007,0.023,10
-0.026,0.006,-0.047,29
0.01,0.005,-0.077,21
0.078,-0.063,-0.034,20
0.035,-0.057,0.14,10
0.066,0.017,-0.011,20
-0.008,-0.018,-0.078,11
0.026,0.017,-0.036,19
0.058,-0.018,0.001,10
0.052,-0.016,0.07,21
0.047,0.019,-0.005,29
0.042,-0.017,-0.005,21
0.003,0.019,0.029,29
0.003,-0.017,-0.042,30
0.003,0.018,0.031,30
-0.031,-0.017,-0.006,20
-0.028,-0.015,0.028,10
0.008,0.02,-0.008,20
0.042,0.018,-0.042,21
0.003,-0.018,-0.038,9
0.003,-0.016,0.0,20
0.037,-0.014,0.069,11
0.068,-0.047,0.062,20
-0.042,0.026,-0.081,9
-0.141,0.023,-0.073,21
0.01,0.021,0.14,20
0.078,-0.049,0.16,10
0.001,-0.01,0.11,20
0.001,-0.009,-0.107,9
0.001,0.026,-0.234,21
-0.033,0.023,-0.107,9
0.004,-0.013,-0.028,20
-0.03,-0.012,0.078,21
-0.027,0.023,0.139,9
0.044,-0.013,-0.012,20
0.039,0.022,-0.011,10
0.035,0.02,0.093,21
-0.002,-0.05,0.015,19
-0.001,-0.045,-0.02,10
3.376,-2.523,1.256,21
-1.442,2.865,-1.282,10
-2.229,0.097,-1.016,20
-1.247,-0.257,-0.018,9
-0.123,-0.024,-0.016,21
0.544,0.012,0.192,20
0.558,0.01,0.448,9
0.364,-0.059,0.334,21
-0.085,0.015,0.129,9
-0.352,0.014,0.012,21
-0.213,0.012,0.114,9
-0.02,0.011,0.068,20
0.05,0.044,-0.11,21
-0.023,0.005,-0.064,9
-0.089,0.005,0.01,20
-0.046,0.004,0.044,10
0.027,-0.03,0.074,20
0.024,-0.027,0.101,20
0.022,0.01,0.056,10
0.019,0.009,-0.018,21
-0.051,0.008,-0.05,10
-0.08,-0.027,0.023,19
-0.037,-0.024,0.02,13
0.0,0.012,-0.05,18
0.0,0.011,-0.079,20
0.0,-0.024,-0.071,10
0.034,-0.021,-0.029,20
0.065,-0.019,0.007,9
0.059,-0.017,0.041,21
0.053,0.018,0.037,9
-0.021,0.016,0.067,20
-0.018,-0.019,-0.007,21
0.017,0.016,-0.041,9
0.05,0.015,0.031,20
0.01,0.013,0.028,30
-0.024,0.012,0.025,21
-0.056,0.011,0.023,9
-0.016,0.009,0.055,21
0.019,-0.025,0.049,10
-0.016,-0.022,-0.093,20
-0.049,0.048,0.157,9
-0.01,0.009,0.141,21
-0.043,0.008,0.058,19
-0.142,0.007,0.087,11
-0.162,0.006,0.078,21
-0.112,-0.028,0.105,9
-0.066,-0.06,0.129,22
-0.059,-0.019,0.012,7
-0.053,-0.052,-0.091,20
-0.014,-0.012,-0.082,20
0.021,0.023,-0.04,10
0.123,0.02,-0.07,20
0.179,0.053,-0.132,10
0.23,0.082,-0.119,20
0.311,0.005,0.03,12
0.348,-0.029,-0.144,18
0.279,0.007,-0.199,21
0.148,-0.062,-0.144,10
0.029,-0.09,-0.13,20
-0.076,-0.012,-0.082,9
-0.034,0.057,-0.04,21
0.072,0.017,0.032,20
0.065,-0.018,0.167,9
-0.044,-0.016,0.219,21
-0.074,0.019,0.197,10
-0.101,0.017,0.143,30
-0.194,0.05,0.129,20
-0.244,0.045,0.15,20
-0.288,0.006,0.17,9
-0.26,0.04,0.084,20
-0.096,0.001,-0.131,10
0.12,-0.033,-0.118,21
0.211,-0.029,-0.071,10
0.121,-0.026,-0.03,20
0.109,-0.058,-0.061,20
0.167,-0.018,-0.089,10
0.219,-0.05,-0.08,20
0.163,-0.011,-0.107,9
0.112,-0.01,-0.096,21
0.101,0.025,-0.086,20
0.056,0.022,0.025,9
-0.018,0.02,0.16,21
-0.188,0.052,0.179,9
-0.238,0.013,0.092,21
-0.145,0.011,-0.02,9
-0.027,0.01,-0.052,20
-0.059,0.044,-0.013,21
0.015,0.005,0.022,9
0.048,-0.029,0.054,20
-0.025,-0.026,0.083,10
0.011,0.01,0.006,21
0.079,0.009,-0.028,10
0.071,0.008,-0.129,20
0.064,-0.026,-0.15,20
0.023,-0.024,-0.101,10
0.021,-0.021,-0.022,20
-0.015,-0.019,-0.054,9
-0.117,-0.052,0.02,21
-0.209,-0.012,0.086,20
-0.257,0.023,0.112,9
-0.265,0.055,0.17,21
-0.17,0.084,0.084,10
-0.118,0.075,0.007,20
-0.072,0.068,0.006,9
-0.065,-0.007,-0.028,20
-0.024,-0.006,-0.06,21
0.116,-0.04,-0.054,9
0.173,-0.036,-0.117,20
0.156,-0.032,-0.175,10
0.14,-0.064,-0.226,21
0.16,-0.023,-0.203,10
0.213,-0.02,-0.148,20
0.226,-0.018,-0.099,19
0.169,0.017,-0.089,11
0.118,-0.018,-0.011,20
0.071,0.052,-0.01,9
0.03,0.012,0.024,21
-0.076,0.011,0.056,20
-0.103,0.01,-0.017,9
-0.127,0.043,0.018,21
-0.148,0.004,0.051,9
-0.065,-0.03,0.046,20
-0.024,-0.027,0.041,10
-0.056,0.01,0.071,20
-0.085,-0.059,0.064,21
-0.076,-0.019,0.023,9
0.034,-0.017,-0.013,20
0.065,0.018,0.022,10
0.059,-0.017,0.054,21
0.018,-0.015,0.014,10
-0.017,-0.014,-0.021,20
-0.015,-0.047,0.015,20
0.054,-0.008,0.048,10
0.049,0.027,0.112,20
0.009,0.024,0.135,9
0.008,0.022,0.087,21
0.042,0.019,0.044,20
0.038,0.017,0.005,10
0.0,-0.018,0.004,20
-0.034,-0.016,0.004,9
0.037,-0.014,0.038,21
0.068,-0.013,0.034,9
0.061,-0.012,-0.003,20
0.021,-0.01,-0.106,21
-0.05,0.024,-0.095,9
-0.079,0.091,-0.051,20
-0.071,0.013,0.022,10
-0.098,-0.022,0.02,21
-0.054,0.014,-0.05,10
-0.014,0.047,-0.045,20
0.124,0.076,0.027,20
0.181,0.034,0.025,10
0.059,-0.037,-0.08,20
0.019,-0.033,-0.141,9
0.051,0.003,-0.368,21
0.115,0.003,-0.194,20
0.276,-0.065,0.307,9
0.352,-0.162,0.242,21
0.248,-0.111,0.114,9
0.05,-0.066,0.137,20
-0.092,-0.094,0.158,10
-0.151,-0.05,0.108,20
-0.205,0.058,0.062,22
-0.288,0.086,0.056,8
-0.397,0.043,0.119,20
-0.495,0.108,0.176,10
-0.584,0.131,0.193,21
-0.663,0.187,0.208,10
-0.7,0.168,0.187,20
-0.63,0.117,0.134,20
-0.429,0.105,0.086,10
-0.179,-0.042,-0.059,20
0.01,-0.072,-0.157,9
0.147,-0.031,-0.244,21
0.27,0.04,-0.323,20
0.415,0.002,-0.429,9
0.512,-0.032,-0.489,21
0.564,-0.098,-0.509,9
0.611,-0.088,-0.493,21
0.584,-0.079,-0.478,9
0.491,-0.105,-0.361,20
0.373,-0.129,-0.256,21
0.232,-0.047,-0.093,9
-0.066,-0.043,-0.014,20
-0.266,-0.004,-0.082,10
-0.343,0.03,-0.074,21
-0.343,0.027,0.036,11
-0.343,0.024,0.239,19
-0.412,0.022,0.353,20
-0.371,0.089,0.249,10
-0.299,0.149,0.155,20
-0.235,0.134,0.243,9
-0.246,0.086,0.357,21
-0.325,0.112,0.424,9
-0.43,0.1,0.347,21
-0.421,0.125,0.278,20
-0.414,0.078,0.216,9
-0.338,0.07,0.125,21
-0.201,-0.005,0.113,9
-0.077,-0.142,0.101,20
-0.104,-0.163,0.126,21
-0.059,-0.112,0.078,9
0.084,-0.032,0.002,20
0.213,0.04,-0.135,10
0.433,0.001,-0.26,21
0.562,-0.033,-0.337,10
0.61,-0.064,-0.303,20
0.583,-0.023,-0.17,20
0.456,-0.02,-0.153,10
0.341,-0.122,-0.241,20
0.307,-0.075,-0.32,9
0.311,-0.068,-0.322,21
0.383,-0.061,-0.256,9
0.379,-0.089,-0.161,21
0.307,-0.115,-0.179,20
0.173,-0.034,-0.196,10
-0.051,0.003,-0.073,20
-0.252,0.071,-0.031,10
-0.365,0.099,0.075,19
-0.397,0.089,0.102,21
-0.461,0.08,0.126,9
-0.449,0.072,0.113,20
-0.335,0.03,0.067,10
-0.267,-0.006,0.061,20
-0.206,0.028,0.054,11
-0.22,0.059,0.118,20
-0.37,0.088,0.175,20
-0.506,0.114,0.157,10
-0.455,0.068,0.038,19
-0.237,0.026,-0.068,10
-0.006,-0.01,-0.061,21
0.131,-0.043,-0.021,10
0.187,-0.039,0.049,20
0.237,0.0,0.079,20
0.213,-0.035,0.071,9
0.054,-0.031,0.064,21
0.014,0.005,0.023,9
0.082,0.005,0.055,40
0.108,0.004,0.084,10
0.097,-0.03,0.145,20
0.053,-0.096,0.13,10
0.082,-0.052,0.014,21
0.074,-0.046,-0.09,10
0.135,-0.042,-0.081,20
0.191,-0.037,-0.073,20
0.275,0.0,-0.066,10
0.385,0.0,-0.094,19
0.416,-0.034,0.018,10
0.374,-0.065,0.016,21
0.302,-0.058,-0.053,9
0.203,-0.052,-0.048,21
0.183,-0.013,0.025,20
0.061,-0.011,0.091,10
-0.013,0.023,0.082,20
-0.115,-0.012,0.074,9
-0.138,-0.046,0.032,20
-0.055,0.165,0.063,21
-0.188,0.217,0.229,9
-0.341,0.368,0.344,20
-0.721,-0.185,0.31,10
-0.373,-0.27,0.072,21
0.112,-0.243,-0.003,10
0.238,0.022,0.065,20
0.111,0.226,0.058,20
-0.14,0.204,-0.015,10
-0.264,0.114,-0.014,20
-0.272,0.034,-0.012,9
-0.245,-0.003,0.022,21
-0.117,-0.003,-0.013,9
-0.002,-0.002,-0.012,21
0.066,-0.071,0.057,20
0.094,-0.064,0.086,9
0.05,-0.057,0.077,20
0.045,-0.052,0.001,10
0.041,-0.012,-0.102,20
0.036,0.023,-0.126,10
0.102,-0.013,-0.114,21
0.16,-0.046,0.0,19
0.179,0.026,0.0,10
0.161,-0.01,0.069,20
0.076,-0.009,0.028,11
0.0,-0.008,-0.043,20
0.0,-0.041,-0.039,20
0.034,0.031,-0.035,10
0.03,0.028,0.071,21
0.062,-0.043,0.064,9
0.056,-0.004,0.023,20
0.05,0.03,0.021,9
0.01,-0.007,0.019,21
0.044,-0.041,0.051,29
0.143,-0.036,0.046,21
0.197,0.001,0.041,9
0.074,-0.033,0.072,31
0.032,-0.064,0.064,20
-0.039,0.01,0.058,19
-0.104,0.009,0.018,10
-0.128,0.008,0.016,21
-0.184,0.042,-0.019,10
-0.2,0.072,0.016,20
-0.215,0.03,0.049,19
-0.193,0.062,0.078,12
-0.139,0.056,0.036,19
-0.125,0.015,-0.001,9
-0.078,0.014,-0.035,30
-0.001,-0.021,0.002,21
0.032,-0.019,-0.032,50
0.063,0.017,-0.063,9
0.057,0.015,-0.022,20
0.086,-0.02,-0.02,10
0.112,-0.018,-0.052,21
0.169,-0.016,-0.047,19
0.187,-0.084,-0.008,10
0.203,-0.041,-0.042,21
0.182,-0.002,-0.037,10
0.164,-0.002,-0.068,20
0.217,-0.036,-0.061,20
0.229,-0.032,-0.055,10
0.206,-0.064,-0.049,20
0.255,-0.057,-0.079,9
0.264,-0.051,-0.105,21
0.272,-0.012,0.076,9
0.175,-0.011,-0.068,21
0.02,-0.009,-0.199,20
-0.016,-0.008,-0.145,10
0.02,-0.008,-0.027,20
0.052,-0.007,0.044,9
-0.021,0.027,-0.028,20
-0.122,-0.009,-0.06,10
-0.145,-0.077,-0.123,21
-0.061,-0.069,-0.042,19
-0.021,0.006,0.031,10
-0.018,0.04,-0.006,20
-0.017,-0.032,-0.04,12
-0.015,0.039,-0.07,18
-0.013,0.207,-0.236,21
-0.081,0.049,-0.109,10
-0.142,-0.059,0.177,19
-0.162,-0.018,0.228,10
-0.146,-0.016,0.136,21
-0.235,-0.049,0.054,9
-0.349,-0.044,0.014,21
-0.245,0.201,0.116,20
-0.22,0.18,0.311,9
-0.336,0.024,0.28,21
-0.268,0.022,0.08,9
-0.138,-0.014,-0.065,21
-0.09,-0.012,-0.093,9
-0.012,0.057,-0.084,21
0.058,0.017,0.027,19
0.086,-0.018,0.093,10
0.043,-0.017,0.084,21
0.039,0.019,-0.062,10
0.035,0.017,-0.124,20
-0.002,-0.019,-0.077,20
-0.002,-0.017,0.033,10
-0.002,-0.015,0.133,20
-0.105,-0.013,0.085,9
-0.163,0.022,0.008,21
-0.112,0.054,-0.027,9
-0.067,0.048,0.044,21
-0.025,-0.024,0.557,21
0.252,-0.125,0.432,8
0.123,0.162,-0.817,21
-0.198,0.042,-0.252,9
-0.179,-0.03,-0.158,20
-0.057,0.041,-0.315,10
0.085,-0.066,0.233,21
0.284,-0.059,0.106,19
0.186,-0.087,0.061,10
0.133,-0.044,0.089,20
0.154,-0.074,0.011,11
0.104,0.001,0.01,20
0.128,0.07,0.113,20
0.115,0.063,0.17,10
0.069,0.022,0.153,19
0.062,-0.048,0.138,10
0.022,-0.043,0.089,21
-0.014,-0.039,-0.022,10
-0.082,0.0,-0.089,20
-0.073,0.033,-0.149,20
-0.066,0.03,-0.065,9
0.009,0.027,0.044,21
-0.06,-0.009,0.04,29
-0.054,0.025,0.001,10
-0.083,0.022,0.001,21
-0.144,-0.013,0.001,19
-0.164,0.022,0.035,10
-0.182,0.054,0.032,21
-0.129,0.014,0.028,10
-0.082,0.047,0.06,20
-0.073,0.008,0.054,20
-0.066,-0.027,-0.019,10
-0.025,-0.024,-0.017,20
0.011,-0.021,-0.05,9
0.01,0.014,-0.045,30
0.009,0.013,-0.006,21
0.042,0.046,0.063,20
0.073,0.007,0.022,10
0.1,-0.027,-0.083,19
0.124,-0.025,-0.075,10
0.146,-0.022,-0.067,20
0.132,0.014,-0.026,20
0.084,0.012,-0.023,15
0.041,-0.023,-0.055,15
0.037,-0.02,-0.119,10
0.033,-0.053,-0.176,20
0.064,-0.116,-0.193,11
0.161,-0.001,-0.139,19
0.214,-0.035,-0.056,20
0.158,0.002,-0.016,11
0.073,0.036,-0.049,19
-0.037,-0.001,-0.044,10
-0.033,-0.036,-0.039,21
0.004,-0.032,-0.035,9
0.072,0.005,-0.032,20
0.031,0.004,-0.029,21
0.028,0.004,-0.06,9
-0.009,0.003,-0.02,20
-0.042,0.003,-0.052,10
-0.038,-0.031,-0.081,20
0.034,0.006,-0.039,20
0.03,0.005,0.068,10
-0.041,0.005,0.095,20
-0.037,0.004,0.051,10
0.001,0.004,-0.056,20
0.001,0.038,-0.12,11
-0.102,-0.034,-0.039,19
-0.092,-0.031,0.068,20
-0.014,0.006,0.026,11
-0.012,0.005,-0.044,19
0.023,0.005,0.028,10
0.02,-0.029,0.025,21
-0.05,-0.026,-0.011,9
-0.01,0.01,-0.044,20
-0.044,0.043,-0.005,21
-0.039,0.039,0.063,9
-0.035,0.035,0.023,20
-0.066,-0.002,0.02,10
-0.094,-0.002,-0.015,20
-0.119,0.032,0.02,20
-0.107,-0.005,0.052,10
-0.131,0.064,0.047,20
-0.187,0.057,0.077,10
-0.099,0.051,0.069,20
-0.055,-0.022,0.062,11
-0.015,-0.019,-0.012,19
-0.048,-0.052,-0.011,20
-0.077,-0.012,-0.01,11
-0.035,-0.011,-0.009,19
0.002,0.058,-0.042,10
0.002,0.018,-0.073,21
0.002,0.016,-0.031,9
-0.032,-0.019,0.006,20
-0.029,-0.017,0.074,21
-0.026,-0.015,0.032,9
0.045,-0.014,-0.005,20
0.04,0.021,-0.004,10
0.036,-0.015,-0.004,20
-0.001,-0.013,0.03,20
0.067,-0.012,-0.006,10
0.129,-0.01,-0.04,20
0.116,-0.113,0.17,10
0.07,0.001,0.429,20
-0.108,0.07,0.351,11
-0.235,0.097,0.109,19
-0.281,0.122,-0.177,20
-0.322,0.11,-0.193,11
-0.324,0.03,0.032,19
-0.153,-0.007,0.201,10
0.0,-0.006,0.215,21
0.068,-0.04,0.194,9
0.061,-0.036,0.105,20
0.089,-0.067,0.06,21
0.08,0.008,0.02,9
0.038,0.042,0.052,20
0.034,0.003,0.081,10
-0.003,-0.031,0.108,21
-0.037,0.006,0.131,19
-0.068,0.005,0.049,10
0.041,-0.063,0.01,20
0.106,-0.057,0.043,10
0.061,-0.017,0.073,20
0.055,0.018,0.031,11
0.084,0.051,-0.074,19
0.075,0.046,-0.101,20
0.033,0.076,-0.057,11
0.03,0.034,0.017,19
-0.041,0.03,-0.018,10
-0.071,-0.006,-0.154,21
-0.064,-0.006,-0.311,9
-0.058,-0.005,-0.314,20
-0.086,-0.039,-0.214,21
-0.078,-0.001,-0.089,9
-0.104,0.033,-0.08,20
-0.094,0.064,-0.107,10
-0.153,0.092,-0.13,20
-0.207,0.083,-0.186,10
-0.29,0.144,-0.305,20
-0.364,0.198,-0.413,20
-0.328,0.178,-0.544,10
-0.26,0.229,-0.696,20
-0.165,0.241,-0.799,11
-0.149,0.182,-0.719,19
-0.168,-0.042,-0.647,20
-0.255,-0.245,-0.548,11
-0.126,-0.358,-0.459,19
0.196,-0.426,-0.482,10
0.556,-0.417,-0.571,21
0.914,-0.203,-0.48,9
0.926,0.126,-0.397,20
0.764,0.252,-0.185,21
0.515,0.089,0.039,9
0.085,-0.333,0.07,20
-0.371,-0.541,0.166,10
-0.61,-0.694,0.288,20
-0.825,-0.693,0.397,10
-0.846,-0.624,0.357,20
-0.726,-0.561,0.218,20
-0.619,-0.402,0.092,10
-0.523,-0.224,0.049,20
-0.47,-0.098,0.113,11
-0.423,0.014,0.17,19
-0.45,0.116,0.222,20
-0.405,0.139,0.2,11
-0.295,0.229,0.008,19
-0.266,0.482,-0.268,10
-0.205,0.675,-0.655,21
-0.115,0.814,-0.796,9
0.0,1.112,-0.648,20
0.24,1.587,-0.686,21
0.699,1.842,-1.273,9
1.836,1.588,-1.973,20
3.169,0.154,-1.017,10
2.955,-0.895,0.98,20
1.522,-1.288,1.537,10
0.232,-1.09,0.935,20
-0.721,-0.912,-0.123,20
-1.407,-0.683,-0.421,10
-1.473,-0.477,-0.103,20
-0.843,-0.222,0.32,11
-0.035,0.109,0.736,19
0.588,0.374,0.973,20
0.702,0.337,1.117,11
0.321,0.131,1.109,19
-0.158,-0.019,1.032,10
-0.487,-0.052,0.86,21
-0.576,-0.047,0.602,9
-0.519,-0.042,0.369,20
-0.432,0.099,0.263,21
-0.354,0.124,0.34,9
-0.181,-0.06,0.375,20
0.008,-0.226,0.406,10
0.077,-0.238,0.607,15
-0.068,-0.145,0.753,15
-0.268,-0.062,0.781,20
-0.31,-0.021,0.634,20
-0.245,0.083,0.364,10
-0.082,0.213,0.086,20
-0.074,0.157,-0.06,11
-0.135,0.141,-0.054,19
-0.225,0.127,0.054,20
-0.168,0.011,0.083,11
0.089,-0.127,0.178,19
0.287,-0.08,0.229,10
0.362,-0.003,0.137,21
0.463,-0.037,0.02,9
0.348,-0.033,0.053,20
0.106,0.004,0.116,10
-0.041,-0.065,0.105,20
-0.037,-0.093,0.094,21
-0.033,-0.049,0.016,9
-0.064,0.024,-0.088,20
0.01,-0.046,-0.114,10
0.147,-0.076,-0.068,21
0.132,0.068,0.041,19
0.084,0.027,0.003,31
0.007,0.024,0.071,10
-0.131,0.056,0.133,20
-0.187,0.016,0.051,9
-0.168,-0.054,0.046,21
-0.082,-0.048,0.075,20
0.063,-0.009,-0.069,9
0.264,-0.008,-0.131,21
0.306,0.061,-0.118,10
0.241,0.055,-0.003,20
0.32,-0.019,-0.037,9
0.392,-0.086,-0.033,20
0.352,-0.043,0.004,21
0.214,0.03,0.072,10
0.089,-0.041,0.134,19
0.114,-0.072,0.086,10
0.103,-0.03,0.181,40
0.058,0.007,0.197,10
0.087,0.006,0.143,20
0.078,0.005,0.094,11
-0.032,0.074,0.154,19
-0.098,0.032,0.207,20
-0.088,-0.005,0.255,11
-0.045,-0.004,0.264,19
-0.006,-0.004,0.203,10
0.097,-0.072,0.183,21
0.191,-0.1,0.13,9
0.241,-0.09,0.117,20
0.251,-0.012,0.105,21
0.26,0.023,0.06,9
0.269,0.055,0.089,20
0.207,-0.018,0.08,10
0.187,-0.085,0.037,20
0.168,-0.111,0.0,10
0.117,-0.066,0.0,20
0.07,-0.025,-0.034,20
0.063,-0.022,-0.065,10
0.091,-0.054,-0.128,20
0.048,-0.014,-0.046,30
-0.06,-0.013,-0.007,10
-0.157,0.022,0.027,21
-0.176,0.054,-0.009,19
-0.124,0.049,-0.042,10
-0.077,0.009,-0.038,21
0.0,-0.025,0.068,9
